9001,350,200.7989000000,98.4117500000,45.576,1.500,1.593,100
9001,351,206.5925000000,98.4978000000,43.955,1.500,1.593,1
9001,352,209.6473000000,98.5327000000,43.300,1.500,1.593,1
9001,353,220.6288000000,98.7208000000,41.767,1.500,1.593,1
9001,354,225.8796000000,98.8869000000,43.027,1.500,1.593,1
9001,355,235.3840000000,99.2126000000,46.342,1.500,1.593,1
9001,356,239.7592000000,99.3374000000,48.450,1.500,1.593,1
9001,358,245.2916000000,99.5025000000,51.714,1.500,1.593,1
9001,359,245.9837000000,99.5741000000,56.391,1.500,1.593,1
9001,360,246.2285000000,99.6072000000,58.401,1.500,1.593,1
9001,361,246.4226000000,99.6316000000,60.682,1.500,1.593,1
9001,362,246.5823000000,99.6574500000,62.642,1.500,1.593,1
9001,363,247.0803000000,99.7536000000,71.218,1.500,1.593,1
9001,366,247.1897000000,99.7598000000,72.402,1.500,1.593,1
9001,367,248.5709000000,99.7768000000,76.243,1.500,1.593,1
8000,683,81.0079000000,98.8256000000,34.894,2.000,1.590,1
8000,684,103.0248000000,98.8058000000,34.062,2.000,1.590,1
8000,685,122.6704000000,99.0330000000,36.975,2.000,1.590,1
8000,686,138.3144000000,99.2464000000,42.831,2.000,1.590,1
8000,687,149.7595000000,99.3582000000,50.663,2.000,1.590,1
8000,688,157.2267000000,99.4797000000,58.624,2.000,1.590,1
8000,689,163.0051000000,99.5210000000,67.710,2.000,1.590,1
9001,478,287.0227000000,100.8557000000,34.313,1.500,1.573,100
9001,479,285.8841000000,100.7222000000,37.379,1.500,1.573,1
9001,480,285.5765000000,100.3933000000,38.164,1.500,1.573,1
9001,481,283.1164000000,99.9006000000,48.873,1.500,1.573,1
9001,482,281.7808000000,99.8503000000,57.206,1.500,1.573,1
9001,483,280.6413000000,99.8865000000,66.809,1.500,1.573,1
9001,484,279.9941000000,99.9021000000,73.793,1.500,1.573,1
9001,485,279.2135500000,99.9092000000,83.944,1.500,1.573,1
9001,486,278.6707000000,99.9002000000,93.966,1.500,1.573,1
9001,487,278.3512000000,99.8759000000,101.204,1.500,1.573,1
9001,488,278.0578000000,99.8882000000,108.444,1.500,1.573,1
9001,489,277.8185000000,99.8949000000,114.742,1.500,1.573,1
9001,490,277.4423000000,99.9663000000,126.936,1.500,1.573,1
9001,491,277.4566000000,99.9789000000,127.620,1.500,1.573,1
8000,895,199.5415000000,100.2558000000,67.737,1.700,1.590,100
8000,896,198.8746000000,100.2046000000,67.694,1.700,1.590,1
8000,897,198.7666000000,99.9317000000,72.359,1.700,1.590,1
8000,898,198.6072000000,99.7573000000,78.654,1.700,1.590,1
8000,900,198.2677000000,99.7573000000,91.308,1.700,1.590,1
8000,901,198.0690000000,99.7326000000,101.362,1.700,1.590,1
8000,902,197.9220000000,99.7162000000,111.404,1.700,1.590,1
8000,903,197.8333000000,99.7045000000,116.763,1.700,1.590,1
8000,904,197.7896000000,99.6942000000,120.998,1.700,1.590,1
8000,907,197.5704000000,99.6662000000,141.822,1.700,1.590,1
8000,909,197.7423000000,99.6664000000,141.865,1.700,1.590,1
8000,910,197.7541000000,99.6511000000,144.125,1.700,1.590,1
8000,912,197.6740000000,99.5840000000,153.147,1.700,1.590,1
8000,913,197.4901000000,99.6365000000,178.369,1.700,1.590,1
8001,1024,74.1134000000,99.0114000000,35.329,2.000,1.571,100
8001,1025,94.8951000000,98.8837000000,32.328,2.000,1.571,1
8001,1044,102.8100000000,98.8357000000,31.984,2.000,1.571,1
8001,1072,142.0451000000,98.8692000000,39.933,2.000,1.571,1
8001,1095,159.5098000000,98.9865000000,52.344,2.000,1.571,1
8002,1310,127.3511000000,98.2517000000,23.832,2.000,1.541,100
8002,1311,126.8824000000,98.2065000000,23.429,2.000,1.541,1
8002,1312,145.2539000000,98.4765000000,28.243,2.000,1.541,100
8002,1313,146.5508000000,98.4946000000,27.307,2.000,1.541,1
8002,1314,149.0270000000,98.4667000000,27.098,2.000,1.541,1
8002,1315,159.2695000000,98.5396000000,30.967,2.000,1.541,1
8002,1316,168.4451000000,98.6530000000,36.390,2.000,1.541,1
9001,107,5.9969000000,104.8691000000,37.741,1.500,1.593,200
9001,110,1.7598000000,104.8701000000,36.561,1.500,1.593,2
9001,111,398.4887000000,104.7944000000,35.617,1.500,1.593,2
9001,148,392.0586000000,104.6692000000,33.323,1.500,1.593,2
9001,149,388.3223000000,104.5771000000,31.881,1.500,1.593,2
9001,150,385.5224000000,104.5464000000,30.723,1.500,1.593,2
9001,151,382.2622000000,104.4869000000,29.300,1.500,1.593,2
9001,152,378.7198000000,104.4773000000,27.794,1.500,1.593,2
9001,153,375.4944000000,104.4383000000,26.261,1.500,1.593,2
9001,154,372.2945000000,104.3902000000,24.633,1.500,1.593,2
