194,687049.424,4226481.705,11.536,PLV&1@C@F
195,687051.035,4226479.315,11.534,FE&3@CE
196,687050.850,4226478.878,11.538,FE&3
197,687051.337,4226478.728,11.535,FE&3@F
198,687054.646,4226468.447,11.530,FE&4@CE
199,687054.468,4226467.989,11.527,FE&4
200,687054.948,4226467.866,11.532,FE&4@F
201,687057.097,4226458.106,11.562,BT&1
202,687056.371,4226457.870,11.561,BT&1
203,687056.608,4226457.151,11.562,BT&1
204,687057.331,4226457.376,11.561,BT&1@F
205,687058.791,4226456.024,11.543,FE&5@CE
206,687058.725,4226455.433,11.540,FE&5
207,687059.229,4226455.640,11.555,FE&5@F
208,687066.387,4226448.430,11.531,DT&1
209,687066.603,4226447.832,11.530,DT&1
210,687067.187,4226448.045,11.533,DT&1
211,687066.975,4226448.650,11.527,DT&1@C@F
212,687068.225,4226447.545,11.526,BT&2
213,687068.820,4226447.734,11.527,BT&2
214,687069.024,4226447.040,11.534,BT&2
215,687068.428,4226446.856,11.523,BT&2@F
216,687066.492,4226433.765,11.504,FE&6@CE
217,687065.893,4226433.808,11.500,FE&6
218,687066.170,4226433.322,11.502,FE&6@F
219,687069.461,4226423.119,11.488,FE&7@CE
220,687069.329,4226422.609,11.490,FE&7
221,687069.900,4226422.728,11.494,FE&7@F
222,687069.263,4226420.686,11.480,58&1@AS
223,687066.376,4226421.352,11.470,58&1
224,687063.535,4226422.398,11.458,58&1@AE@F
225,687052.452,4226434.135,11.403,PCI&1
226,687052.689,4226433.597,11.399,PCI&1
227,687053.212,4226433.831,11.407,PCI&1
228,687052.979,4226434.367,11.408,PCI&1@F
229,687042.783,4226458.948,11.390,59&1
230,687051.364,4226461.681,11.444,59&1
231,687063.262,4226465.450,11.530,59&1@F
232,687053.448,4226498.806,11.535,1&1
233,687066.016,4226460.167,11.527,1&1
234,687077.482,4226424.956,11.561,1&1
235,687077.628,4226424.946,11.566,1&1
236,687089.546,4226428.831,11.577,1&1
237,687103.416,4226433.345,11.580,1&1
238,687125.503,4226440.531,11.561,1&1
239,687156.421,4226450.592,11.572,1&1@F
240,687166.645,4226450.434,11.481,PILAR
241,687166.480,4226450.376,11.486,PILAR
242,687161.882,4226448.899,11.481,PILAR
243,687161.717,4226448.841,11.484,PILAR
244,687161.090,4226451.374,11.518,PILAR
245,687160.929,4226451.343,11.527,PILAR
246,687168.069,4226451.817,11.506,54&2@F
247,687190.419,4226453.986,11.388,FE&8
248,687191.125,4226454.214,11.390,FE&8
249,687190.895,4226454.931,11.410,FE&8
250,687190.176,4226454.697,11.410,FE&8@C@F
251,687217.007,4226464.133,11.434,FE&9
252,687216.259,4226463.880,11.428,FE&9
253,687216.015,4226464.632,11.448,FE&9
254,687216.760,4226464.871,11.450,FE&9@F
255,687216.491,4226464.379,11.433,DEP
256,687149.310,4226439.457,11.378,55&1
257,687140.790,4226436.665,11.393,55&1
258,687141.822,4226433.435,11.354,55&1
259,687140.329,4226432.956,11.314,55&1
260,687140.424,4226432.621,11.329,55&1
261,687138.420,4226431.967,11.358,55&1
262,687138.296,4226432.251,11.322,55&1
263,687136.529,4226431.667,11.305,55&1
264,687136.619,4226431.377,11.338,55&1
265,687092.194,4226416.900,11.338,55&1
266,687060.999,4226406.731,11.297,55&1
267,687060.998,4226406.731,11.297,55&1
268,687060.384,4226408.657,11.376,55&1
269,687060.131,4226408.779,11.359,55&1
270,687056.234,4226407.496,11.395,55&1
271,687056.119,4226407.839,11.392,55&1
272,687051.446,4226406.333,11.384,55&1
273,687023.228,4226493.007,11.330,55&1
274,687047.431,4226473.822,11.461,29
275,687051.352,4226461.692,11.445,29
276,687056.148,4226446.818,11.443,29
277,687060.797,4226432.578,11.449,29
278,687159.977,4226448.255,11.482,MARQUESINA&1
279,687159.756,4226448.178,11.481,MARQUESINA&1
280,687159.681,4226448.400,11.488,MARQUESINA&1
281,687159.197,4226450.668,11.545,MARQUESINA&1
282,687158.969,4226450.598,11.545,MARQUESINA&1
283,687158.902,4226450.821,11.546,MARQUESINA&1@F
284,686916.645,4226512.881,11.242,58&2@AS
285,686918.156,4226515.512,11.242,58&2
286,686919.650,4226519.943,11.248,58&2
287,686920.121,4226523.918,11.264,58&2
288,686920.066,4226525.928,11.273,58&2@AE
289,686920.061,4226525.924,11.274,58&2@AS
290,686919.552,4226530.691,11.310,58&2
291,686920.096,4226535.027,11.321,58&2
292,686920.982,4226537.876,11.318,58&2@AE
293,686920.980,4226537.877,11.318,58&2@AS
294,686921.994,4226542.340,11.312,58&2
295,686921.719,4226546.637,11.314,58&2
297,686920.162,4226550.189,11.351,58&2
298,686917.302,4226553.893,11.410,58&2
299,686913.836,4226557.063,11.444,58&2
301,686909.926,4226559.799,11.487,58&2@AE
302,686889.635,4226572.695,11.478,58&2@F
303,686894.560,4226575.031,11.380,58&3
304,686907.343,4226566.917,11.399,58&3
305,686915.883,4226561.516,11.361,58&3
306,686921.117,4226558.230,11.318,58&3@AS
307,686924.355,4226555.797,11.303,58&3
308,686926.721,4226552.907,11.265,58&3
309,686928.320,4226550.095,11.237,58&3@AE
310,686928.322,4226550.090,11.237,58&3@AS
311,686932.279,4226551.452,11.197,58&3
312,686938.108,4226550.683,11.182,58&3@AE
313,686944.160,4226547.034,11.019,58&3@F
314,686938.483,4226550.476,11.167,58&4
315,686932.378,4226554.157,11.197,58&4
316,686929.118,4226556.115,11.204,58&4@AS
317,686925.131,4226558.441,11.248,58&4
318,686919.713,4226561.410,11.286,58&4@AE
319,686919.712,4226561.409,11.286,58&4@AS
320,686913.184,4226564.711,11.362,58&4
321,686906.673,4226568.038,11.382,58&4
322,686901.286,4226571.022,11.391,58&4
323,686895.733,4226574.325,11.379,58&4@AE@F
324,686912.545,4226560.865,11.428,58&5
325,686912.537,4226560.859,11.427,58&5
326,686913.960,4226559.408,11.413,58&5
327,686914.150,4226559.649,11.407,58&5
328,686916.620,4226557.939,11.381,58&5
329,686916.689,4226558.082,11.378,58&5
330,686914.243,4226559.781,11.406,58&5
331,686914.432,4226560.044,11.401,58&5@C@F
332,686922.091,4226535.914,11.300,58&6
333,686921.442,4226533.977,11.306,58&6
334,686921.748,4226533.938,11.302,58&6
335,686921.307,4226530.865,11.294,58&6
336,686921.461,4226530.872,11.291,58&6
337,686921.515,4226531.270,11.295,58&6
338,686922.233,4226532.065,11.292,58&6
339,686922.135,4226531.378,11.289,58&6
340,686922.575,4226532.537,11.295,58&6
341,686922.505,4226533.836,11.299,58&6
342,686922.387,4226533.046,11.299,58&6
343,686921.662,4226532.260,11.296,58&6
344,686921.889,4226533.915,11.302,58&6
345,686922.189,4226533.872,11.301,58&6@C@F
346,686920.610,4226511.550,11.231,58&7@AS
347,686921.883,4226513.877,11.230,58&7
348,686923.438,4226518.159,11.221,58&7
349,686924.136,4226522.313,11.224,58&7
350,686924.176,4226525.790,11.250,58&7@AE
351,686924.174,4226525.786,11.250,58&7@AS
352,686923.673,4226529.484,11.279,58&7
353,686923.907,4226533.232,11.289,58&7
354,686925.156,4226537.125,11.272,58&7
355,686927.187,4226540.365,11.234,58&7
356,686930.245,4226543.346,11.202,58&7
357,686932.744,4226544.745,11.154,58&7
358,686934.423,4226545.525,11.138,58&7@AE
359,686934.422,4226545.519,11.138,58&7@AS
360,686936.535,4226545.605,11.112,58&7
361,686938.347,4226545.132,11.097,58&7@AE
362,686941.851,4226543.062,11.024,58&7@F
363,686929.677,4226550.767,11.221,58&8
364,686927.745,4226551.355,11.246,58&8@F
365,686927.330,4226552.432,11.255,58&9
366,686931.062,4226551.439,11.210,58&9
367,686931.977,4226551.631,11.203,58&9
368,686927.037,4226552.912,11.261,58&9
369,686926.294,4226553.960,11.274,58&9
370,686934.941,4226551.799,11.197,58&9
371,686936.068,4226551.691,11.186,58&9
372,686935.441,4226552.078,11.196,58&9
373,686925.885,4226554.503,11.279,58&9
374,686924.861,4226555.652,11.290,58&9
375,686931.437,4226554.467,11.192,58&9
376,686930.303,4226555.137,11.198,58&9
377,686924.342,4226556.134,11.297,58&9
378,686922.792,4226557.387,11.303,58&9
379,686927.904,4226556.572,11.216,58&9
380,686927.021,4226557.104,11.226,58&9
381,686922.080,4226557.928,11.304,58&9F
